country,description,name,price,province,region,variety,winery
France,"With some firm structure, this wine also has great fruitiness. It offers plenty of raspberry fruits, good acidity and a solid texture of tannins. The acidity keeps the wine perfumed and fresh. Drink the wine from 2019.",Domaine du Pavillon Clos des Ursulines,80,Burgundy,Pommard,Pinot Noir,Albert Bichot
US,"Made at an attractive price point, this wine delivers value and plenty of flavor, from blackberry jam to oak and black pepper. It's sturdy and structured, ready for the table or larger gathering.",Classic Collection,24,California,Napa Valley,Merlot,Napa Cellars
US,"From a valley-floor site, this blend of 70% Zinfandel and 30% Cabernet Sauvignon delights in a depth of blackberry and cedar, reflecting well on both varieties. Firm tannin and restrained oak provide room for a touch of gun smoke and pencil lead, with a lengthy finish.",Rector Creek Vineyard,80,California,Napa Valley,Red Blend,Paraduxx
Spain,"Aromas of plum, wild herbs and tobacco are mature and suggest that this is ready to drink. In the mouth, this is medium-bodied, with clarity and a sense of freshness. Plum, berry and cherry flavors finish in harmony. Drink through 2020.",Reserva,35,Northern Spain,Ribera del Duero,Tempranillo,Quintana de Cue
Spain,"Aromas of mulled black fruits, vanilla, tobacco, orange peel and earth are a touch jumbled, but compartmentalized‰ÛÓthis smells nice. Wiry and fresh in feel, but with a slightly hollow midsection, this tastes peppery, oaky and like cherry and black plum. A toasty finish with snappy acidity solidifies this medium-weight La Mancha Tempranillo. Drink through 2019.",Orquestal,28,Central Spain,La Mancha,Tempranillo,Casa del Valle
US,"Grippy leather and tobacco provide a gravelly texture and burly nature to this medium-bodied wine, which finds its groove in the glass. Concentrated and dense, it offers smoother elements of black currant, cassis and leather on the finish.",Olson Vineyard,28,California,Dry Creek Valley,Cabernet Sauvignon,JoletÌ©
US,"A deep color and oodles of blackberry and boysenberry flavors lend a lot of impact to this full-bodied, ripe and almost jammy-tasting wine. It is generous, layered and concentrated but not overly serious in terms of tannins. Call it big but friendly.",The Truant,36,California,California,RhÌ«ne-style Red Blend,Prospect 772
US,"This is the Hearst family's run at a luxury-level Chardonnay, and it's a promising start, with creamy aromas of honeysuckle, light butter and citrus rinds. There's a touch of vanilla bean on the palate, which also shows apple ice cream, flashes of cinnamon and a firmly wound texture. It's delicate, clean, light and quaffable.",Proprietor's Reserve,50,California,Central Coast,Chardonnay,Hearst Ranch
US,"Juicy blackberry and blackcurrant mix with cocoa, cola and peppercorns on the nose of this densely layered wine. Flavors are deep and dark with tar, pencil shavings, dried blueberry, street asphalt and a strong umami character, still tightly wound at five years old. Let it breathe, or wait another couple years for optimal drinking.",Cabovation Destiny Vineyards Mt. Christo Block Reserve,75,California,Paso Robles,Cabernet Sauvignon,Hunt Cellars
US,Aromas of fresh dill and other green herbs leap up from the glass. The plum flavors are pure and persistent. It's a unique expression of the variety.,Seven Hills Vineyard,46,Washington,Walla Walla Valley (WA),Malbec,Merry Cellars
Canada,"This Bordeaux-style blend is comprised of 44% Cabernet Sauvignon, 43% Merlot and 13% Cabernet Franc. The fruit flavors of raspberry and blackberry are light and tangy, the tannins mellow. A note of dark chocolate highlights the finish.",Compendium,70,British Columbia,Okanagan Valley,Bordeaux-style Red Blend,Mission Hill
Spain,"Apple, lime and mineral aromas lend freshness to a mature nose. This feels round and plump, but well balanced due to fine acidity. Peach and citrus flavors are stony and finish with tropical notes of lychee and mango. Drink now.",AlbariÌ±o de FefiÌ±anes,26,Galicia,RÌ?as Baixas,AlbariÌ±o,Palacio de FefiÌ±anes
Italy,"Aromas of underbrush, charred earth, truffle, star anise and a hint of menthol come together in the glass. The ripe palate shows dried black cherry, blackberry jam, licorice and mocha alongside solid, assertive tannins. Drink 2019‰ÛÒ2025.",Villa al Cortile Riserva,60,Tuscany,Brunello di Montalcino,Sangiovese,Piccini
Italy,"Aromas of espresso, underbrush, leather, dark spice, mature black-skinned fruit and a suggestion of oak lead the way. The firm palate offers dried black cherry, mocha, vanilla and star anise alongside fine-grained tannins that leave a dusty finish.",Riserva,75,Tuscany,Brunello di Montalcino,Sangiovese,Pietranera
Italy,"The aromas that come together are those of scorched earth, grilled porcini, roasted coffee bean and a bit of burnt rubber. The mature palate offers dried cherry, blackberry confiture, mocha, vanilla and a hint of game alongside tongue-drying tannins that clench the finish. Give this a few years to unfold then drink sooner rather than later.",Riserva,95,Tuscany,Brunello di Montalcino,Sangiovese,Renieri
US,"The nose on this creative blend of 52% GewÌ?rztraminer, 25% Sauvignon Blanc and 23% Chenin Blanc is quite showy with peach, baked orange, apple blossom and honeysuckle notes. But the real star is the palate that is racy with sizzling energy and flavors of cut grass, lemongrass and sour-apple peels.",Trois Fleurs,20,California,Santa Ynez Valley,White Blend,Carlson
France,"Sourced from 50+ year-old vines in the commune of Sorgues, this aromatic blend of 60% Grenache, 20% Syrah and 20% MourvÌ¬dre boasts hints of rosemary, bay leaf and clove. It's reasonably full bodied, with a long, drying finish that demands another year or two in the cellar or (preferably) some rare beef or lamb.",CuvÌ©e Setier,27,RhÌ«ne Valley,CÌ«tes du RhÌ«ne Villages,RhÌ«ne-style Red Blend,ChÌ¢teau PÌ©gau
France,"This Costco brand has become a reliable source for bargain ChÌ¢teauneuf-du-Pape. This vintage is a bit firmer and more tannic than others, but it still weaves together cherry and leather notes into a pleasing whole. It might need a year or two to soften, but it should provide good drinking through 2025.",CuvÌ©e de Nalys,20,RhÌ«ne Valley,ChÌ¢teauneuf-du-Pape,RhÌ«ne-style Red Blend,Kirkland Signature
US,"Malbec, Merlot and Petit Verdot are included in this wine that's black-purple in color, with a thick density to its dusty black fruit. Cedar, tar and tobacco weave in between blackberry and currant, finishing in a powerful grip of tannin.",Kate's + B's,75,California,Alexander Valley,Cabernet Sauvignon,Medlock Ames
US,"A minuscule amount of this wine was made, all of it fermented entirely in stainless steel. The result is lively in mouthcoating acidity and refreshing swirls of light-bodied mandarin orange and lime.",New Generation,28,California,Russian River Valley,Sauvignon Blanc,Passaggio
US,"Tropical guava and mango surround a restrained cradling of French oak, only 15% of it new, in this easy-to-like, approachable wine. Wrappings of vanilla and honeysuckle complete the picture, with a straightforward, relatively lengthy finish.",Signpost,22,California,Sonoma Coast,Chardonnay,Trig Point
Spain,"The first thing that leaps at you on this oddball blend of Albillo, Sauvignon Blanc and Viognier is toasty oak, which overrides spice and apple aromas. In the mouth, this is full, resiny and grabby. Oak-driven flavors of vanilla, lees, peach and white pepper finish long, with elegance and a woody aftertaste.",Mirlo Blanco,49,Spain Other,Spain,White Blend,Valquejigoso
US,"Given about a year in French oak, less than half of it new, this is a cohesive blend of 53% Grenache, 29% MourvÌ¬dre, 12% Syrah and 6% Counoise. It's brawny in meat and leather, blackberry and tar, with a velvety mouthfeel benefiting from integrated oak.",Elevation Annadel Gap Vineyard Estate,38,California,Sonoma Valley,RhÌ«ne-style Red Blend,Westwood
Italy,"Round and ripe, this opens with aromas that recall baked plum, vanilla, anise and a whiff of leather. The approachable, juicy palate doles out mature black cherry, blackberry, mocha, dried sage, baking spice and licorice. Polished, fine-grained tannins provide support.",Berardo Riserva,30,Tuscany,Chianti Classico,Sangiovese,Castello di Bossi
Italy,"Scorched earth, underbrush, blue flower and woodland berry are some of the scents you'll find on this focused wine. The elegant, full-bodied palate delivers black raspberry, mature cherry, brown kitchen spice and a hint of leather alongside tightly wound but refined tannins. Drink 2016‰ÛÒ2021.",Riserva,35,Tuscany,Chianti Classico,Sangiovese,Cafaggio
US,"Lighter in color than many other bottlings, this shows cherry and pepper spice on a somewhat reserved nose. But that light color unleashes a lush and ripe palate, with red berries, nutmeg and game flavors showing most prominently.",Rapscallion,30,California,Paso Robles,Zinfandel,League of Rogues
US,"The aromas on this wine are quite light, conveying wood, herbs and red fruit. This contrasts with the sweet, rich fruit flavors with a gentle grip of tannins.",Weinbau,32,Washington,Wahluke Slope,Grenache,Sol Stone
Spain,"A mix of smoke and toast blends with fresh, crisp citrus aromas on the nose. That's followed by a foamy, reactive palate with flavors of pink grapefruit, orange, pepper and caramel. This remains foamy on the finish, which is peppery and slightly bitter in flavor.",YÌÁ CuvÌ©e 23 Brut RosÌ©,18,Catalonia,Cava,Sparkling Blend,Sumarroca
Spain,"Raspberry, red currant and a pinch of oaky maple make up the nose on this Tinto Fino that sports a medium-weight body with medium-level intensity. Red-berry flavors follow the nose, while a crisp finish with red plum and raspberry flavors wraps things up.",Crianza,27,Northern Spain,Ribera del Duero,Tempranillo,Trus
US,"This presents a big, buttery, bold style, with no apologies for the full body and ripe fruit surrounded by toasty, oaky aromas and flavors. This is dry, rich in texture, and more savory or smoky rather than fruity.",Chandler Vineyard,30,California,Livermore Valley,Chardonnay,McGrail
US,"Heavy aromas and flavors of oak and smoke accompany ripe black cherry and boysenberry for a rich mixture. This wine is deeply colored, full bodied and pumped up with the flavors of heavily toasted oak. A firm but not harsh texture accompanies the almost sweet taste of all that oak.",Freakshow,20,California,Lodi,Cabernet Sauvignon,Michael David
US,"This blend of Marsanne (32%), Grenache Blanc (27%), Roussanne (24%), Picpoul (14%) and Viognier starts out reduced before opening to offer pear, peach, mineral and almond. It's medium bodied in feel.",Southern,22,Washington,Yakima Valley,RhÌ«ne-style White Blend,Cairdeas
Italy,"Earthy aromas include new leather, scorched soil, wild berry and a touch of funky game. On the robust palate, grilled sage, tobacco and licorice add depth to a core of fleshy wild cherry along a backbone of raspy tannins and searing alcohol. Drink after 2018.",Vigna Poggio Ronconi,75,Tuscany,Brunello di Montalcino,Sangiovese,Citille di Sopra
